	oid	name_org	oc_id	Business	Group	Industry	name_concept	acronym	canon_oid
217	2582	California State Association Of Electrical Workers	-2927	Electrical workers/IBEW	Labor	General Trade Unions	California State Association Of Electrical Workers		2582.0
218	2595	Republic Services Western Region	-9760	Waste management	Energy & Natural Resources	Waste Management	Republic Services		5266.0
219	2611	National Federation Of Independent Business	-8311	Small business organizations	General Business	Business Associations	National Federation Of Independent Business		2611.0
220	2620	Western States Council Of Sheet Metal Workers	-15410	Manufacturing unions	Labor	General Trade Unions	Western States Council of Sheet Metal, Air, Rail, & Transportation		
221	2633	California-Nevada Conference Of Operating Engineers	-6684	Construction unions	Labor	General Trade Unions	International Union of Operating Engineers (IUOE)		5400.0
222	2635	Faculty Association Of California Community Colleges	-5195	Teachers unions	Labor	Public Sector Unions	Faculty Association for California Community Colleges		9407.0
223	2649	Londen Insurance Group	-7507	Life insurance	Finance, Insurance & Real Estate	Insurance	Londen Insurance Group		2649.0
224	2737	Nike Inc.	-8507	Personal products manufacturing	General Business	Miscellaneous Manufacturing & Distributing	Nike Inc.		2737.0
225	2782	Zenith Insurance Company	-12939	Insurance agencies, brokers & agents	Finance, Insurance & Real Estate	Insurance	Zenith Insurance Company		2782.0
226	2793	Corrections Corporation Of America	-4228	Private prisons & corrections facilities	General Business	Miscellaneous Business	CoreCivic, Inc. (Formerly Corrections Corporation of America		121710.0
227	2851	Delta Air Lines Inc.	-4560	Airlines	Transportation	Air Transport	Delta Air Lines Inc.		2851.0
228	2863	Education Management LLC	-4903	Education	Government Agencies/Education/Other	Education	Education Management LLC		2863.0
229	2942	Atria Senior Living Group Inc.	-1172	Nursing homes	Health	Hospitals & Nursing Homes	Atria Senior Living Group Inc.		2942.0
230	2980	McKesson Corporation	-7792	Health care services	Health	Health Services	McKesson Corporation		2980.0
231	2988	National Community Renaissance	-8289	Uncoded	Uncoded	Uncoded	National Community Renaissance		2988.0
232	2996	Bridgepoint Education	-1625	Education	Government Agencies/Education/Other	Education	Zovio Inc. (Bridgepoint Education)		2996.0
233	3045	Glendale City Employees Association	-5841	Uncoded	Uncoded	Uncoded	Glendale City Employees Association		3045.0
234	3087	Kern Oil & Refining Co.		Oil & gas	Energy & Natural Resources	Oil & Gas			
235	3101	Sa Recycling LLC	-10372	Recycling of metal, paper, plastics, etc.	General Business	Miscellaneous Manufacturing & Distributing	Sa Recycling LLC		3101.0
236	3121	Millercoors, LLC	-7991	Beer	General Business	Beer, Wine & Liquor	Molsen Coors (Miller Coors)		3121.0
237	3139	Meta Housing Corporation	-7902	Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate	Meta Housing Corporation		3139.0
238	3173	Astellas Pharma Us Inc.	-1141	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	Astella Pharma. Inc.		62822.0
239	3192	Ryan, Inc.	-9969	Advertising & public relations services	General Business	Business Services	Ryan, Inc.		3192.0
240	3263	Lehigh Hanson, Inc.	-7270	Stone, clay, glass & concrete products	Construction	Building Materials & Equipment	Lehigh Hanson Heidelberg Cement		56045.0
241	3283	Macpherson Oil	-7586	Uncoded	Uncoded	Uncoded	Macpherson Oil		3283.0
242	3351	Trueblue, Inc.	-11984	Employment agencies	General Business	Business Services	Trueblue, Inc.		3351.0
243	3354	Vulcan Materials Company	-12534	Stone, clay, glass & concrete products	Construction	Building Materials & Equipment	Vulcan Materials Company		3354.0
244	3367	State Coalition Of Probation Organizations	-10996	Parole and probation unions and associations	Labor	Public Sector Unions	State Coalition Of Probation Organizations		3367.0
245	3370	Barry Swenson Builder	-1303	Construction, unclassified	Construction	General Contractors	Barry Swenson Builder		3370.0
246	3372	Tmg Partners	-11839	Real estate agents & managers	Finance, Insurance & Real Estate	Real Estate	Tmg Partners		3372.0
247	3378	Dish Network Corporation	-4696	Telecommunications	Communications & Electronics	Telecom Services & Equipment	Dish Network Corporation		3378.0
248	3381	Df Properties, Inc.	-4645	Uncoded	Uncoded	Uncoded	Df Properties, Inc.		3381.0
249	3388	Toyota Motor North America, Inc.	-11880	Auto manufacturers	Transportation	Automotive	Toyota		29691.0
250	3391	Grant Thornton LLP	-5951	Accountants	Finance, Insurance & Real Estate	Accountants	Grant Thornton LLP		3391.0
251	3413	Regency Outdoor Advertising, Inc.	-9718	Outdoor advertising services	General Business	Business Services	Regency Outdoor Advertising, Inc.		3413.0
252	3414	Golden State Warriors	-5886	Professional sports, arenas & related equipment and services	General Business	Recreation & Live Entertainment	Golden State Warriors		3414.0
253	3415	Athletics Investment Group, LLC	-1162	Professional sports, arenas & related equipment and services	General Business	Recreation & Live Entertainment	Athletics Investment Group, LLC		3415.0
254	3451	Dart Container Corporation	-4480	Paper, glass & packaging materials	General Business	Miscellaneous Manufacturing & Distributing	Dart Container Corporation		3451.0
255	3463	Hntb Corporation	-6300	Engineering, architecture & construction management services	Construction	Construction Services	HNTB Corporation		3463.0
256	3481	Vertex Pharmaceuticals Incorporated	-12433	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	VERTEX PHARMACEUTICALS		139720.0
257	3505	Sunrun Inc.	-11152	Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy	Sunrun Inc.		3505.0
258	3515	Lkq Corporation	-7390	Truck & automotive parts and accessories	Transportation	Automotive	Lkq Corporation		3515.0
259	3518	American Federation Of State, County And Municipal Employees Local 3299	-21	State & local government employee unions	Labor	Public Sector Unions	American Federation of State, County and Municipal Employees (AFSCME)		449.0
260	3524	Time Warner Cable	-11822	Telecommunications	Communications & Electronics	Telecom Services & Equipment	Time Warner		1717.0
261	3533	Shaw Industries Group, Inc.	-10576	Engineering, architecture & construction management services	Construction	Construction Services	Shaw Industries Group, Inc.		3533.0
262	3556	Habematolel Pomo Of Upper Lake	-6072	Native American tribes & governing units	Government Agencies/Education/Other	Tribal Governments	Habematolel Pomo Of Upper Lake		3556.0
263	3566	Starbucks Coffee Company	-10973	Restaurants & drinking establishments	General Business	Food & Beverage	Starbucks Coffee Company		3566.0
264	3603	Ab&I Foundry		Plumbing & pipe products	Construction	Building Materials & Equipment			
265	3618	Federated Indians Of Graton Rancheria	-5290	Native American tribes & governing units	Government Agencies/Education/Other	Tribal Governments	Federated Indians Of Graton Rancheria		3618.0
266	3626	Niagara Bottling, LLC	-8499	Uncoded	Uncoded	Uncoded	Niagara Bottling, LLC		3626.0
267	3646	Aecom	-254	Engineering, architecture & construction management services	Construction	Construction Services	Aecom		3646.0
268	3672	American Traffic Solutions, Inc.	-750	Transportation	Transportation	Miscellaneous Transport	American Traffic Solutions, Inc.		3672.0
269	3674	Waste Connections, Inc.	-12571	Waste management	Energy & Natural Resources	Waste Management	Waste Connections, Inc.		3674.0
270	3680	Archer Daniels Midland Company	-908	Food & kindred products manufacturing	Agriculture	Food Processing & Sales	Archer Daniels Midland Company		3680.0
271	3699	United Food And Commercial Workers Western States Council	-12188	Retail trade unions	Labor	General Trade Unions	United Food and Commercial Workers (UFCW)		98929.0
272	3717	Santa Ana Police Officers Political Action Committee	-10291	Police unions & associations	Labor	Public Sector Unions	Santa Ana Police Officers Association		18436.0
273	3723	California Teachers Association	-1	Teachers unions	Labor	Public Sector Unions	California Teachers Association		3723.0
274	3737	Facebook, Inc.	-5194	Social Media	Communications & Electronics	Computer Equipment & Services	Meta Platforms Inc. (Facebook)		3737.0
275	3744	California Teamsters Public Affairs Council	-3042	Teamsters unions	Labor	Transportation Unions	International Brotherhood of Teamsters (IBT)		100456.0
276	3771	Gale Banks Engineering	-5716	Engineering, architecture & construction management services	Construction	Construction Services	Gale Banks Engineering		3771.0
277	3772	Jim Dobbas, Inc.	-6811	Uncoded	Uncoded	Uncoded	Jim Dobbas, Inc.		3772.0
278	3794	Paramedics Plus	-9014	Health care services	Health	Health Services	Paramedics Plus		3794.0
279	3825	Ocean'S Eleven Casino	-8690	Casinos, racetracks & gambling	General Business	Gambling & Casinos	Ocean'S Eleven Casino		3825.0
280	3833	Humboldt Redwood Company, LLC	-6440	Timber companies, sawmills, & others engaged in cutting down trees	Agriculture	Forestry & Forest Products	Humboldt Redwood Company, LLC		3833.0
281	3836	Exxon Mobil Corporation	-5190	Major (multinational) oil & gas producers	Energy & Natural Resources	Oil & Gas	Exxon Mobil Corporation		3836.0
282	3853	California Producer-Handler Association	-2754	Farm organizations & cooperatives	Agriculture	Agricultural Services & Products	California Producer-Handler Association		3853.0
283	3897	Southern Wine & Spirits Of America, Inc.	-10873	Liquor wholesalers	General Business	Beer, Wine & Liquor	Southern Wine & Spirits Of America, Inc.		3897.0
284	3902	Capstone Turbine Corporation	-3204	Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy	Capstone Turbine Corporation		3902.0
285	3904	Freedom Financial Network, LLC	-5638	Uncoded	Uncoded	Uncoded	Freedom Financial Network, LLC		3904.0
286	3910	California Grand Casino	-2419	Casinos, racetracks & gambling	General Business	Gambling & Casinos	California Grand Casino		3910.0
287	3912	Reach Air Medical Services	-9663	Health care services	Health	Health Services	Reach Air Medical Services		3912.0
288	3983	Universal Health Services, Inc.	-12259	Hospitals	Health	Hospitals & Nursing Homes	Universal Health Services, Inc.		3983.0
289	3984	Celgene Corporation	-3328	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	Celgene Corporation		3984.0
290	3987	Community Loans Of America Inc.	-4065	Payday/Title Loans	Finance, Insurance & Real Estate	Payday/Title Loans	Community Loans Of America Inc.		3987.0
291	4025	Salesforce.Com, Inc.	-10051	Computer software	Communications & Electronics	Computer Equipment & Services	Salesforce		41935.0
292	4036	Del Mar Seafoods, Inc.	-4551	Fish processing	General Business	Food & Beverage	Del Mar Seafoods, Inc.		4036.0
293	4158	Platinum Advisors LLC	-9311	Lobbyists & public relations	Lawyers & Lobbyists	Lawyers & Lobbyists	Platinum Advisors LLC		4158.0
294	4183	Centene Corporation	-6194	HMOs	Health	Health Services	Health Net Inc. & affiliated entities		36481.0
295	4184	Clean Energy		Alternative energy production & services	Energy & Natural Resources	Miscellaneous Energy			
296	4206	San Gabriel Valley Water Company	-10208	Uncoded	Energy & Natural Resources	Uncoded	San Gabriel Valley Water Company		4206.0
297	4222	Maxim Healthcare Services, Inc.	-7743	Health care services	Health	Health Services	Maxim Healthcare Services, Inc.		4222.0
298	4240	Pacific Ag Management Inc.	-8905	Uncoded	Uncoded	Uncoded	Pacific Ag Management Inc.		4240.0
299	4286	Table Mountain Rancheria	-11238	Indian gaming	General Business	Gambling & Casinos	Table Mountain Rancheria		4286.0
300	4300	American Fidelity Corporation	-637	Life insurance	Finance, Insurance & Real Estate	Insurance	American Fidelity Corporation		4300.0
301	4329	Phillips 66	-9228	Major (multinational) oil & gas producers	Energy & Natural Resources	Oil & Gas	Phillips 66		4329.0
302	4352	Eastman Chemical Company	-4844	Chemicals	General Business	Chemical & Related Manufacturing	Eastman Chemical Company		4352.0
303	4353	East West Bank And E-W Services, Inc.	-4854	Commercial banks & bank holding companies	Finance, Insurance & Real Estate	Commercial Banks	Eastwest Bank		360.0
304	4356	Hudson Valley Foie Gras	-6418	Uncoded	Uncoded	Uncoded	Hudson Valley Foie Gras		4356.0
305	4371	Ucb, Inc.	-12084	Pharmaceutical manufacturing	Health	Pharmaceuticals & Health Products	Ucb, Inc.		4371.0
306	4384	Noble Americas Energy Solutions	-8518	Gas & electric utilities	Energy & Natural Resources	Electric Utilities	Noble Americas Energy Solutions		4384.0
